1.00000000,0.02298665
2.00000000,0.02307286
3.00000000,0.02288121
4.00000000,0.02290043
5.00000000,0.02280049
6.00000000,0.02273869
7.00000000,0.02288579
8.00000000,0.02282246
9.00000000,0.02292836
10.00000000,0.02304646
11.00000000,0.02304845
12.00000000,0.02305440
13.00000000,0.02292683
14.00000000,0.02304524
15.00000000,0.02300389
16.00000000,0.02292531
17.00000000,0.02284199
18.00000000,0.02294285
19.00000000,0.02300649
20.00000000,0.02312718
21.00000000,0.02312306
22.00000000,0.02309651
23.00000000,0.02312413
24.00000000,0.02339025
25.00000000,0.02310918
26.00000000,0.02328252
27.00000000,0.02341955
28.00000000,0.02336599
29.00000000,0.02340917
30.00000000,0.02329946
31.00000000,0.02333333
32.00000000,0.02322484
33.00000000,0.02338933
34.00000000,0.02345296
35.00000000,0.02340520
36.00000000,0.02358206
37.00000000,0.02349615
38.00000000,0.02347539
39.00000000,0.02366125
40.00000000,0.02338155
41.00000000,0.02363729
42.00000000,0.02348882
43.00000000,0.02352224
44.00000000,0.02352743
45.00000000,0.02340414
46.00000000,0.02360052
47.00000000,0.02336202
48.00000000,0.02342214
49.00000000,0.02354406
50.00000000,0.02353475
51.00000000,0.02357641
52.00000000,0.02345663
53.00000000,0.02337331
54.00000000,0.02317632
55.00000000,0.02334401
56.00000000,0.02322271
57.00000000,0.02340276
58.00000000,0.02335454
59.00000000,0.02342367
60.00000000,0.02320851
61.00000000,0.02335882
62.00000000,0.02336782
63.00000000,0.02342901
64.00000000,0.02324681
65.00000000,0.02313741
66.00000000,0.02316197
67.00000000,0.02325673
68.00000000,0.02318822
69.00000000,0.02327520
70.00000000,0.02331899
71.00000000,0.02328817
72.00000000,0.02312154
73.00000000,0.02309285
74.00000000,0.02316060
75.00000000,0.02301823
76.00000000,0.02312276
77.00000000,0.02324300
78.00000000,0.02312123
79.00000000,0.02303258
80.00000000,0.02319326
81.00000000,0.02330190
82.00000000,0.02328771
83.00000000,0.02310750
84.00000000,0.02324865
85.00000000,0.02320027
86.00000000,0.02338567
87.00000000,0.02330266
88.00000000,0.02309056
89.00000000,0.02328939
90.00000000,0.02322698
91.00000000,0.02363012
92.00000000,0.02337530
93.00000000,0.02340429
94.00000000,0.02340887
95.00000000,0.02325307
96.00000000,0.02336919
97.00000000,0.02356085
98.00000000,0.02354360
99.00000000,0.02337438
100.00000000,0.02324605
101.00000000,0.02332006
102.00000000,0.02311391
103.00000000,0.02324910
104.00000000,0.02345541
105.00000000,0.02339452
106.00000000,0.02351812
107.00000000,0.02347692
108.00000000,0.02336675
109.00000000,0.02341482
110.00000000,0.02347982
111.00000000,0.02341863
112.00000000,0.02336339
113.00000000,0.02326024
114.00000000,0.02347845
115.00000000,0.02338186
116.00000000,0.02348302
117.00000000,0.02338354
118.00000000,0.02340978
119.00000000,0.02339467
120.00000000,0.02304356
121.00000000,0.02331472
122.00000000,0.02320272
123.00000000,0.02312093
124.00000000,0.02337148
125.00000000,0.02318837
126.00000000,0.02307454
127.00000000,0.02326436
128.00000000,0.02333761
129.00000000,0.02319356
130.00000000,0.02338079
131.00000000,0.02332952
132.00000000,0.02334295
133.00000000,0.02335866
134.00000000,0.02337118
135.00000000,0.02327459
136.00000000,0.02334630
137.00000000,0.02330480
